CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,actproxy,RecencyClusters,freqscore,FreqClusters,cardbalance,revenue,RevenueClusters,Score,Segments
C17702,794.661653,1.0,329.96,329.96,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,703.6060000000001,166.000398,0.0,12,0.08333333333333333,0,0.166666,0,1205.3383469999999,1535.298347,0,0,Low-Value
C17703,1644.123638,1.0,0.0,0.0,0.0,830.132133,0.0,0.0,0.0,0.166667,3,0,2500.0,333.11467200000004,352.392567,0.0,12,0.0,0,0.0,0,855.876362,855.876362,0,0,Low-Value
C17712,7.215615,0.272727,54.45,54.45,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,160.130111,205.16820900000002,0.0,12,0.08333333333333333,0,0.166666,0,1992.784385,2047.234385,0,0,Low-Value
C17722,510.95313799999997,1.0,172.41,172.41,0.0,0.0,0.083333,0.083333,0.0,0.0,0,4,1200.0,959.0033050000001,242.770679,0.0,12,0.3333333333333333,0,0.166666,0,689.046862,861.456862,0,0,Low-Value
C17723,486.17035999999996,0.545455,0.0,0.0,0.0,1494.4415689999998,0.0,0.0,0.0,0.083333,1,0,1500.0,2945.61949,120.041669,0.181818,12,0.0,0,0.0,0,1013.82964,1013.82964,0,0,Low-Value
C17728,22.455964,0.272727,185.25,0.0,185.25,0.0,0.25,0.0,0.166667,0.0,0,3,1000.0,371.21603799999997,163.46595200000002,1.0,12,0.25,0,0.416667,0,977.544036,1162.794036,0,0,Low-Value
C17729,1108.987965,1.0,0.0,0.0,0.0,75.07096800000001,0.0,0.0,0.0,0.083333,1,0,1500.0,1690.172114,283.054152,0.083333,12,0.0,0,0.0,0,391.01203499999997,391.01203499999997,0,0,Low-Value
C17732,2112.63873,1.0,0.0,0.0,0.0,584.940187,0.0,0.0,0.0,0.25,5,0,3500.0,540.088813,746.131674,0.0,12,0.0,0,0.0,0,1387.3612699999999,1387.3612699999999,0,0,Low-Value
C17735,844.0224390000001,1.0,0.0,0.0,0.0,1125.228876,0.0,0.0,0.0,0.166667,3,0,2500.0,535.604592,237.229776,0.0,12,0.0,0,0.0,0,1655.977561,1655.977561,0,0,Low-Value
C17738,2929.5829489999996,1.0,0.0,0.0,0.0,1319.2767820000001,0.0,0.0,0.0,0.4,11,0,3000.0,1153.3536179999999,3422.988223,0.0,10,0.0,0,0.0,0,70.41705100000036,70.41705100000036,0,0,Low-Value
C17741,5.1093519999999994,0.181818,0.0,0.0,0.0,78.990599,0.0,0.0,0.0,0.083333,1,0,1000.0,77.984721,14.840576,0.1,12,0.0,0,0.0,0,994.890648,994.890648,0,0,Low-Value
C17742,2696.052766,1.0,0.0,0.0,0.0,3100.942646,0.0,0.0,0.0,0.75,15,0,3000.0,815.306343,1011.8663439999999,0.0,12,0.0,0,0.0,0,303.9472340000002,303.9472340000002,0,0,Low-Value
C17743,1592.102979,1.0,45.65,45.65,0.0,1465.069357,0.083333,0.083333,0.0,0.083333,1,1,5000.0,529.542832,424.939464,0.0,12,0.08333333333333333,0,0.166666,0,3407.8970209999998,3453.547021,0,0,Low-Value
C17744,14.453345,0.636364,38.65,38.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1000.0,52.685663,162.687252,0.0,12,0.08333333333333333,0,0.166666,0,985.546655,1024.196655,0,0,Low-Value
C17745,1062.024069,1.0,0.0,0.0,0.0,402.337729,0.0,0.0,0.0,0.2,3,0,1200.0,583.53323,267.478951,0.0,10,0.0,0,0.0,0,137.97593099999995,137.97593099999995,0,0,Low-Value
C17746,1033.485033,1.0,137.57,0.0,137.57,0.0,0.166667,0.0,0.166667,0.0,0,3,1000.0,423.92562599999997,708.363328,0.0,12,0.25,0,0.333334,0,-33.48503299999993,104.08496700000006,0,0,Low-Value
C17747,803.052704,1.0,19.75,19.75,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2000.0,402.155365,322.394919,0.0,12,0.08333333333333333,0,0.166666,0,1196.947296,1216.697296,0,0,Low-Value
C17749,936.370785,1.0,158.45,158.45,0.0,0.0,0.25,0.25,0.0,0.0,0,3,1700.0,160.698863,443.53828300000004,0.0,12,0.25,0,0.5,0,763.629215,922.079215,0,0,Low-Value
C17750,1420.156349,1.0,0.0,0.0,0.0,445.91373600000003,0.0,0.0,0.0,0.333333,5,0,1500.0,661.562552,772.8598599999999,0.0,12,0.0,0,0.0,0,79.84365099999991,79.84365099999991,0,0,Low-Value
C17752,68.10540999999999,0.25,0.0,0.0,0.0,462.55405599999995,0.0,0.0,0.0,0.25,6,0,500.0,0.0,,0.0,8,0.0,0,0.0,0,431.89459,431.89459,0,0,Low-Value
C17754,2513.983606,1.0,0.0,0.0,0.0,6140.025312,0.0,0.0,0.0,0.25,4,0,6000.0,560.4619339999999,741.924179,0.0,12,0.0,0,0.0,0,3486.016394,3486.016394,0,0,Low-Value
C17756,144.436235,0.181818,0.0,0.0,0.0,944.8935119999999,0.0,0.0,0.0,0.083333,1,0,1000.0,542.036637,365.765347,0.0,12,0.0,0,0.0,0,855.563765,855.563765,0,0,Low-Value
C17759,2579.907754,1.0,125.51,0.0,125.51,1377.049309,0.25,0.0,0.166667,0.416667,10,3,3000.0,666.355831,774.460823,0.0,12,0.25,0,0.416667,0,420.09224600000016,545.6022460000002,0,0,Low-Value
C17761,29.466140999999997,0.545455,149.0,149.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1000.0,350.17647200000005,215.21558199999998,0.0,12,0.08333333333333333,0,0.166666,0,970.533859,1119.5338590000001,0,0,Low-Value
C17764,2063.9223,0.666667,0.0,0.0,0.0,3858.373703,0.0,0.0,0.0,0.166667,2,0,4000.0,5696.695114,584.8430070000001,0.0,6,0.0,0,0.0,0,1936.0776999999998,1936.0776999999998,0,0,Low-Value
C17767,348.321822,1.0,0.0,0.0,0.0,178.138151,0.0,0.0,0.0,0.181818,2,0,500.0,142.741177,195.41358799999998,0.0,11,0.0,0,0.0,0,151.678178,151.678178,0,0,Low-Value
C17778,434.39321900000004,1.0,343.5,343.5,0.0,949.910781,0.166667,0.166667,0.0,0.166667,5,2,1700.0,504.635307,168.986753,0.0,12,0.16666666666666666,0,0.333334,0,1265.606781,1609.106781,0,0,Low-Value
C17780,1.063114,0.090909,20.74,0.0,20.74,0.0,0.166667,0.0,0.166667,0.0,0,2,1500.0,168.489938,98.85985500000001,0.0,12,0.16666666666666666,0,0.333334,0,1498.936886,1519.676886,0,0,Low-Value
C17789,3374.6612200000004,1.0,0.0,0.0,0.0,1154.99477,0.0,0.0,0.0,0.333333,7,0,4000.0,913.2211460000001,1284.060029,0.0,12,0.0,0,0.0,0,625.3387799999996,625.3387799999996,0,0,Low-Value
C17790,1865.0089289999999,1.0,0.0,0.0,0.0,2087.392116,0.0,0.0,0.0,0.25,3,0,2500.0,2709.693363,460.334824,0.083333,12,0.0,0,0.0,0,634.9910710000001,634.9910710000001,0,0,Low-Value
C17791,2413.719637,1.0,0.0,0.0,0.0,905.7091929999999,0.0,0.0,0.0,0.083333,5,0,2500.0,626.8916849999999,770.717959,0.0,12,0.0,0,0.0,0,86.28036299999985,86.28036299999985,0,0,Low-Value
C17794,568.222966,1.0,140.03,140.03,0.0,0.0,0.083333,0.083333,0.0,0.0,0,4,1200.0,203.362743,203.599221,0.0,12,0.3333333333333333,0,0.166666,0,631.777034,771.8070339999999,0,0,Low-Value
C17797,1619.001848,0.363636,0.0,0.0,0.0,4892.793928,0.0,0.0,0.0,0.181818,3,0,5000.0,368.653175,403.883591,0.0,11,0.0,0,0.0,0,3380.998152,3380.998152,0,0,Low-Value
C17798,197.159684,1.0,0.0,0.0,0.0,351.023706,0.0,0.0,0.0,0.25,2,0,1000.0,373.550284,107.03761599999999,0.0,8,0.0,0,0.0,0,802.840316,802.840316,0,0,Low-Value
C17799,954.617658,1.0,0.0,0.0,0.0,808.545456,0.0,0.0,0.0,0.333333,4,0,2000.0,228.63531899999998,398.358635,0.0,12,0.0,0,0.0,0,1045.3823419999999,1045.3823419999999,0,0,Low-Value
C17805,733.100601,0.714286,0.0,0.0,0.0,1588.05231,0.0,0.0,0.0,0.428571,4,0,1500.0,582.050862,200.248315,0.0,7,0.0,0,0.0,0,766.899399,766.899399,0,0,Low-Value
C17806,1159.6190470000001,0.909091,0.0,0.0,0.0,73.699863,0.0,0.0,0.0,0.090909,1,0,1200.0,192.970203,391.470419,0.0,11,0.0,0,0.0,0,40.38095299999986,40.38095299999986,0,0,Low-Value
C17807,1818.9334350000001,1.0,0.0,0.0,0.0,1566.811923,0.0,0.0,0.0,0.333333,11,0,2000.0,805.588424,2754.62376,0.0,12,0.0,0,0.0,0,181.06656499999985,181.06656499999985,0,0,Low-Value
C17809,1819.444477,1.0,0.0,0.0,0.0,197.334971,0.0,0.0,0.0,0.333333,4,0,2500.0,572.900672,469.77426900000006,0.0,12,0.0,0,0.0,0,680.555523,680.555523,0,0,Low-Value
C17811,7.833571000000001,0.181818,92.24,0.0,92.24,0.0,0.166667,0.0,0.166667,0.0,0,2,1500.0,484.14452,83.689672,0.5,12,0.16666666666666666,0,0.333334,0,1492.166429,1584.4064290000001,0,0,Low-Value
C17814,2724.169852,1.0,49.0,49.0,0.0,189.855977,0.083333,0.083333,0.0,0.083333,1,1,3000.0,558.687221,1164.897621,0.0,12,0.08333333333333333,0,0.166666,0,275.830148,324.830148,0,0,Low-Value
C17818,608.300379,1.0,0.0,0.0,0.0,27.107553000000003,0.0,0.0,0.0,0.083333,1,0,1700.0,204.95056499999998,214.137194,0.0,12,0.0,0,0.0,0,1091.699621,1091.699621,0,0,Low-Value
C17827,5471.186593,0.777778,0.0,0.0,0.0,8411.998221,0.0,0.0,0.0,0.555556,10,0,9000.0,1281.454609,1401.967646,0.0,9,0.0,0,0.0,0,3528.8134069999996,3528.8134069999996,0,0,Low-Value
C17828,685.063917,1.0,0.0,0.0,0.0,110.79548799999999,0.0,0.0,0.0,0.25,4,0,700.0,308.035273,334.27486400000004,0.0,12,0.0,0,0.0,0,14.936083000000053,14.936083000000053,0,0,Low-Value
C17829,467.439275,1.0,0.0,0.0,0.0,938.573177,0.0,0.0,0.0,0.333333,6,0,800.0,581.994796,214.39984700000002,0.0,12,0.0,0,0.0,0,332.560725,332.560725,0,0,Low-Value
C17830,722.404832,0.909091,0.0,0.0,0.0,1356.687002,0.0,0.0,0.0,0.333333,5,0,1500.0,215.85786800000002,273.52542,0.0,12,0.0,0,0.0,0,777.595168,777.595168,0,0,Low-Value
C17832,275.240429,0.909091,0.0,0.0,0.0,610.08928,0.0,0.0,0.0,0.25,5,0,700.0,1186.2376359999998,189.618452,0.090909,12,0.0,0,0.0,0,424.759571,424.759571,0,0,Low-Value
C17837,3377.6329159999996,1.0,0.0,0.0,0.0,1241.559904,0.0,0.0,0.0,0.083333,2,0,5000.0,1028.191288,724.601528,0.0,12,0.0,0,0.0,0,1622.3670840000004,1622.3670840000004,0,0,Low-Value
C17839,504.127471,0.909091,0.0,0.0,0.0,18.042768,0.0,0.0,0.0,0.083333,1,0,1200.0,1383.846999,376.80756,0.1,12,0.0,0,0.0,0,695.872529,695.872529,0,0,Low-Value
C17840,2270.6239809999997,1.0,1200.0,1200.0,0.0,2629.671395,0.083333,0.083333,0.0,0.333333,9,1,3000.0,967.527752,1172.0218029999999,0.0,12,0.08333333333333333,0,0.166666,0,729.3760190000003,1929.3760190000003,0,0,Low-Value
C17841,2230.689402,1.0,0.0,0.0,0.0,2393.4643260000003,0.0,0.0,0.0,0.166667,4,0,2500.0,458.73255,467.263413,0.0,12,0.0,0,0.0,0,269.310598,269.310598,0,0,Low-Value
C17843,2741.0242559999997,1.0,0.0,0.0,0.0,36.741165,0.0,0.0,0.0,0.083333,2,0,3000.0,542.317437,4738.9712469999995,0.0,12,0.0,0,0.0,0,258.9757440000003,258.9757440000003,0,0,Low-Value
C17847,16.388956,0.272727,68.88,0.0,68.88,0.0,0.166667,0.0,0.166667,0.0,0,2,3000.0,639.609691,129.312379,0.0,12,0.16666666666666666,0,0.333334,0,2983.611044,3052.4910440000003,0,0,Low-Value
C17848,1551.842759,1.0,0.0,0.0,0.0,681.2559,0.0,0.0,0.0,0.083333,2,0,1800.0,522.486041,596.988355,0.0,12,0.0,0,0.0,0,248.1572410000001,248.1572410000001,0,0,Low-Value
C17849,0.407093,0.090909,49.0,49.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,0.0,,0.0,12,0.08333333333333333,0,0.166666,0,2999.592907,3048.592907,0,0,Low-Value
C17851,7081.171387,1.0,0.0,0.0,0.0,26194.04954,0.0,0.0,0.0,0.909091,69,0,9000.0,20191.3077,1926.017588,0.22222199999999998,11,0.0,0,0.0,0,1918.8286129999997,1918.8286129999997,0,0,Low-Value
C17854,827.00042,1.0,0.0,0.0,0.0,965.526999,0.0,0.0,0.0,0.25,20,0,1000.0,333.441983,326.953822,0.0,12,0.0,0,0.0,0,172.99958000000004,172.99958000000004,0,0,Low-Value
C17855,3495.7358270000004,1.0,0.0,0.0,0.0,9413.199416,0.0,0.0,0.0,0.5,8,0,5000.0,9960.882548,888.3713769999999,0.083333,12,0.0,0,0.0,0,1504.2641729999996,1504.2641729999996,0,0,Low-Value
C17862,2041.527181,1.0,94.16,0.0,94.16,972.530598,0.083333,0.0,0.083333,0.416667,12,1,2500.0,1073.0255339999999,577.7331320000001,0.0,12,0.08333333333333333,0,0.166666,0,458.4728190000001,552.632819,0,0,Low-Value
C17864,3.019634,0.25,45.6,0.0,45.6,0.0,0.25,0.0,0.25,0.0,0,2,1600.0,73.212859,111.92889699999999,0.0,8,0.25,0,0.5,0,1596.980366,1642.580366,0,0,Low-Value
C17870,0.570113,0.090909,29.0,29.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,2500.0,319.172687,,0.0,12,0.08333333333333333,0,0.166666,0,2499.429887,2528.429887,0,0,Low-Value
C17873,2246.2126399999997,1.0,0.0,0.0,0.0,2561.494053,0.0,0.0,0.0,0.28571399999999997,4,0,4500.0,434.927101,330.293724,0.0,7,0.0,0,0.0,0,2253.7873600000003,2253.7873600000003,0,0,Low-Value
C17880,1610.489628,1.0,0.0,0.0,0.0,811.491192,0.0,0.0,0.0,0.25,3,0,2000.0,383.42634100000004,362.428606,0.0,12,0.0,0,0.0,0,389.51037199999996,389.51037199999996,0,0,Low-Value
C17881,448.426181,1.0,0.0,0.0,0.0,1158.1337330000001,0.0,0.0,0.0,0.166667,3,0,1400.0,1956.051348,185.61556399999998,0.083333,12,0.0,0,0.0,0,951.573819,951.573819,0,0,Low-Value
C17885,1592.017292,1.0,372.09,372.09,0.0,0.0,0.166667,0.166667,0.0,0.0,0,10,4000.0,389.29309,574.750942,0.0,12,0.8333333333333334,0,0.333334,0,2407.982708,2780.072708,0,0,Low-Value
C17887,1096.517209,0.833333,0.0,0.0,0.0,2408.4905059999996,0.0,0.0,0.0,0.666667,6,0,2000.0,822.7415219999999,171.04924599999998,0.0,6,0.0,0,0.0,0,903.4827909999999,903.4827909999999,0,0,Low-Value
C17888,1099.221912,1.0,155.8,155.8,0.0,578.6608570000001,0.083333,0.083333,0.0,0.166667,4,2,1200.0,875.977859,1749.680157,0.0,12,0.16666666666666666,0,0.166666,0,100.77808800000003,256.57808800000004,0,0,Low-Value
C17889,1775.884148,1.0,0.0,0.0,0.0,2444.627773,0.0,0.0,0.0,0.333333,14,0,2500.0,399.8626,646.089964,0.0,12,0.0,0,0.0,0,724.1158519999999,724.1158519999999,0,0,Low-Value
C17890,6482.798242,1.0,0.0,0.0,0.0,706.910571,0.0,0.0,0.0,0.083333,2,0,7500.0,4630.5931359999995,2439.310585,0.0,12,0.0,0,0.0,0,1017.2017580000002,1017.2017580000002,0,0,Low-Value
C17891,3015.25965,1.0,0.0,0.0,0.0,4715.033095000001,0.0,0.0,0.0,0.416667,11,0,6000.0,2234.914332,719.810646,0.0,12,0.0,0,0.0,0,2984.74035,2984.74035,0,0,Low-Value
C17892,2722.5324149999997,1.0,0.0,0.0,0.0,2946.839566,0.0,0.0,0.0,0.083333,1,0,3000.0,743.715499,812.5989030000001,0.0,12,0.0,0,0.0,0,277.4675850000003,277.4675850000003,0,0,Low-Value
C17901,987.1027039999999,1.0,66.5,66.5,0.0,770.310099,0.083333,0.083333,0.0,0.083333,1,1,2500.0,284.964748,232.626904,0.0,12,0.08333333333333333,0,0.166666,0,1512.897296,1579.397296,0,0,Low-Value
C17902,267.908144,0.909091,30.0,30.0,0.0,117.579435,0.090909,0.090909,0.0,0.454545,5,1,300.0,198.682086,176.843605,0.0,11,0.09090909090909091,0,0.181818,0,32.09185600000001,62.09185600000001,0,0,Low-Value
C17905,465.86405,0.909091,0.0,0.0,0.0,895.874898,0.0,0.0,0.0,0.5,19,0,1000.0,643.394901,342.36985,0.0,12,0.0,0,0.0,0,534.13595,534.13595,0,0,Low-Value
C17909,821.0116730000001,1.0,399.99,399.99,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,2500.0,1140.142325,204.40018600000002,0.0,12,0.16666666666666666,0,0.166666,0,1678.988327,2078.978327,0,0,Low-Value
C17914,12.472571,0.727273,87.67,87.67,0.0,0.0,0.083333,0.083333,0.0,0.0,0,5,2000.0,123.304221,86.6785,0.0,12,0.4166666666666667,0,0.166666,0,1987.527429,2075.197429,0,0,Low-Value
C17915,1364.897308,1.0,0.0,0.0,0.0,1129.8378109999999,0.0,0.0,0.0,0.166667,6,0,1500.0,365.272698,353.215704,0.0,12,0.0,0,0.0,0,135.10269199999993,135.10269199999993,0,0,Low-Value
C17916,2572.293007,1.0,0.0,0.0,0.0,3585.959553,0.0,0.0,0.0,0.333333,6,0,3000.0,1364.325644,587.0969809999999,0.0,12,0.0,0,0.0,0,427.7069929999998,427.7069929999998,0,0,Low-Value
C17919,508.164075,1.0,57.0,57.0,0.0,360.728419,0.166667,0.166667,0.0,0.583333,8,2,600.0,576.386562,498.342596,0.0,12,0.16666666666666666,0,0.333334,0,91.83592499999997,148.83592499999997,0,0,Low-Value
C17921,376.997522,1.0,0.0,0.0,0.0,928.5981539999999,0.0,0.0,0.0,0.166667,3,0,1000.0,1008.342761,269.826013,0.0,12,0.0,0,0.0,0,623.002478,623.002478,0,0,Low-Value
C17923,3.4837160000000003,0.272727,98.81,0.0,98.81,0.0,0.25,0.0,0.25,0.0,0,3,3000.0,368.31958199999997,135.799005,1.0,12,0.25,0,0.5,0,2996.516284,3095.3262839999998,0,0,Low-Value
C17924,1579.595049,1.0,35.0,35.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1800.0,791.526478,698.019678,0.0,12,0.08333333333333333,0,0.166666,0,220.40495099999998,255.40495099999998,0,0,Low-Value
C17926,664.911581,1.0,0.0,0.0,0.0,1158.8975779999998,0.0,0.0,0.0,0.166667,2,0,1800.0,1977.246775,212.66589199999999,0.0,12,0.0,0,0.0,0,1135.0884190000002,1135.0884190000002,0,0,Low-Value
C17930,427.64211100000006,0.8888889999999999,0.0,0.0,0.0,2563.705644,0.0,0.0,0.0,0.8888889999999999,62,0,1200.0,2853.967334,146.976542,0.5,9,0.0,0,0.0,0,772.3578889999999,772.3578889999999,0,0,Low-Value
C17931,1120.08097,1.0,0.0,0.0,0.0,1218.392345,0.0,0.0,0.0,0.25,7,0,2500.0,299.789938,320.133269,0.0,12,0.0,0,0.0,0,1379.91903,1379.91903,0,0,Low-Value
C17934,864.410501,0.9,0.0,0.0,0.0,1914.7528949999999,0.0,0.0,0.0,0.1,1,0,2500.0,2290.455361,178.028403,0.14285699999999998,10,0.0,0,0.0,0,1635.5894990000002,1635.5894990000002,0,0,Low-Value
C17937,518.894713,1.0,0.0,0.0,0.0,2166.099038,0.0,0.0,0.0,0.333333,3,0,1200.0,1361.199423,178.257591,0.5,6,0.0,0,0.0,0,681.105287,681.105287,0,0,Low-Value
C17940,448.808529,0.909091,0.0,0.0,0.0,667.057963,0.0,0.0,0.0,0.083333,1,0,4000.0,651.33864,192.140691,0.0,12,0.0,0,0.0,0,3551.191471,3551.191471,0,0,Low-Value
C17943,124.29293899999999,1.0,155.0,155.0,0.0,812.3501679999999,0.1,0.1,0.0,0.5,5,1,2500.0,1374.631056,89.92398,0.1,10,0.1,0,0.2,0,2375.707061,2530.707061,0,0,Low-Value
C17946,1502.000147,1.0,0.0,0.0,0.0,38.652502,0.0,0.0,0.0,0.166667,2,0,1500.0,277.216226,776.108751,0.0,12,0.0,0,0.0,0,-2.00014699999997,-2.00014699999997,0,0,Low-Value
C17950,1.1991049999999999,0.272727,20.0,20.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,500.0,182.462948,107.00915,0.0,12,0.08333333333333333,0,0.166666,0,498.800895,518.8008950000001,0,0,Low-Value
C17951,342.76107,1.0,20.0,20.0,0.0,148.074839,0.083333,0.083333,0.0,0.25,3,1,500.0,507.859879,198.24132600000002,0.0,12,0.08333333333333333,0,0.166666,0,157.23892999999998,177.23892999999998,0,0,Low-Value
C17955,2.571837,0.1,99.0,0.0,99.0,0.0,0.2,0.0,0.2,0.0,0,2,2500.0,45.168124,,0.0,10,0.2,0,0.4,0,2497.428163,2596.428163,0,0,Low-Value
C17956,2202.376446,1.0,0.0,0.0,0.0,1701.9053239999998,0.0,0.0,0.0,0.166667,11,0,6000.0,512.773385,546.6997759999999,0.0,12,0.0,0,0.0,0,3797.623554,3797.623554,0,0,Low-Value
C17957,82.470475,0.545455,282.75,0.0,282.75,0.0,0.25,0.0,0.25,0.0,0,3,1000.0,563.922891,84.236228,0.0,12,0.25,0,0.5,0,917.529525,1200.279525,0,0,Low-Value
C17960,482.671967,1.0,0.0,0.0,0.0,18.976859,0.0,0.0,0.0,0.083333,1,0,500.0,132.659676,266.857429,0.0,12,0.0,0,0.0,0,17.328033000000005,17.328033000000005,0,0,Low-Value
C17965,61.763018,1.0,35.3,0.0,35.3,0.0,0.25,0.0,0.25,0.0,0,3,1500.0,75.285164,171.993034,0.0,12,0.25,0,0.5,0,1438.236982,1473.5369819999999,0,0,Low-Value
C17966,722.8553509999999,1.0,0.0,0.0,0.0,396.516695,0.0,0.0,0.0,0.166667,2,0,2500.0,187.058515,325.50599900000003,0.0,12,0.0,0,0.0,0,1777.144649,1777.144649,0,0,Low-Value
C17967,1836.5652719999998,1.0,0.0,0.0,0.0,1265.552953,0.0,0.0,0.0,0.166667,5,0,2500.0,713.124426,476.311984,0.0,12,0.0,0,0.0,0,663.4347280000002,663.4347280000002,0,0,Low-Value
C17974,845.8153869999999,1.0,37.5,0.0,37.5,0.0,0.083333,0.0,0.083333,0.0,0,1,1000.0,0.0,,0.0,12,0.08333333333333333,0,0.166666,0,154.18461300000013,191.68461300000013,0,0,Low-Value
C17975,10856.48301,1.0,45.65,45.65,0.0,5096.886673,0.083333,0.083333,0.0,0.25,5,1,14500.0,2670.733732,2917.469357,0.0,12,0.08333333333333333,0,0.166666,0,3643.51699,3689.16699,0,0,Low-Value
C17978,1348.0851890000001,1.0,0.0,0.0,0.0,1364.200415,0.0,0.0,0.0,0.25,6,0,3500.0,721.056957,372.603452,0.0,12,0.0,0,0.0,0,2151.9148109999996,2151.9148109999996,0,0,Low-Value
C17980,22.35378,0.181818,284.5,284.5,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,1000.0,1578.650857,86.173877,0.0,12,0.16666666666666666,0,0.166666,0,977.64622,1262.14622,0,0,Low-Value
C17983,1757.4399329999999,0.833333,0.0,0.0,0.0,2408.0076010000002,0.0,0.0,0.0,0.166667,6,0,2500.0,175.11583100000001,450.61673099999996,0.0,6,0.0,0,0.0,0,742.5600670000001,742.5600670000001,0,0,Low-Value
C17984,1064.473728,1.0,0.0,0.0,0.0,904.682287,0.0,0.0,0.0,0.166667,6,0,1200.0,1769.702541,410.402406,0.0,12,0.0,0,0.0,0,135.52627200000006,135.52627200000006,0,0,Low-Value
C17985,1420.656377,0.875,0.0,0.0,0.0,1773.7694809999998,0.0,0.0,0.0,0.25,4,0,2500.0,316.465166,344.662808,0.0,8,0.0,0,0.0,0,1079.343623,1079.343623,0,0,Low-Value
C17988,1061.5708650000001,1.0,0.0,0.0,0.0,525.428754,0.0,0.0,0.0,0.166667,2,0,2500.0,417.214903,235.32592400000001,0.0,12,0.0,0,0.0,0,1438.4291349999999,1438.4291349999999,0,0,Low-Value
C17991,1746.714825,1.0,0.0,0.0,0.0,113.67326100000001,0.0,0.0,0.0,0.166667,2,0,1800.0,354.637009,756.052579,0.0,12,0.0,0,0.0,0,53.28517499999998,53.28517499999998,0,0,Low-Value
C17993,4.448015,0.272727,71.81,0.0,71.81,0.0,0.25,0.0,0.25,0.0,0,3,3000.0,257.226631,130.382506,1.0,12,0.25,0,0.5,0,2995.551985,3067.361985,0,0,Low-Value
C17994,858.880154,1.0,65.0,65.0,0.0,1054.4111300000002,0.083333,0.083333,0.0,0.416667,6,1,3000.0,1288.1418039999999,207.770998,0.0,12,0.08333333333333333,0,0.166666,0,2141.119846,2206.119846,0,0,Low-Value
C17995,1034.332765,1.0,0.0,0.0,0.0,279.336255,0.0,0.0,0.0,0.25,6,0,1000.0,714.753968,660.660155,0.0,12,0.0,0,0.0,0,-34.33276500000011,-34.33276500000011,0,0,Low-Value
C18010,972.6041560000001,1.0,0.0,0.0,0.0,803.573286,0.0,0.0,0.0,0.166667,2,0,1200.0,751.50856,230.564527,0.0,12,0.0,0,0.0,0,227.3958439999999,227.3958439999999,0,0,Low-Value
C18015,615.726189,0.666667,1317.34,1317.34,0.0,0.0,0.22222199999999998,0.22222199999999998,0.0,0.0,0,2,2500.0,328.995042,185.21031299999999,0.0,9,0.2222222222222222,0,0.44444399999999995,0,1884.273811,3201.613811,0,0,Low-Value
C18017,1219.044349,1.0,0.0,0.0,0.0,927.8627230000001,0.0,0.0,0.0,0.333333,15,0,2500.0,259.368165,303.515952,0.0,12,0.0,0,0.0,0,1280.955651,1280.955651,0,0,Low-Value
C18034,1145.052414,1.0,115.95,115.95,0.0,191.654534,0.083333,0.083333,0.0,0.083333,1,1,1500.0,1703.0040510000001,374.43666,0.083333,12,0.08333333333333333,0,0.166666,0,354.947586,470.897586,0,0,Low-Value
C18041,645.4060049999999,1.0,0.0,0.0,0.0,929.2200849999999,0.0,0.0,0.0,0.333333,4,0,1000.0,193.013564,310.454708,0.0,12,0.0,0,0.0,0,354.59399500000006,354.59399500000006,0,0,Low-Value
C18043,1492.606493,0.777778,0.0,0.0,0.0,2361.57578,0.0,0.0,0.0,0.555556,17,0,2500.0,543.321868,478.995513,0.0,9,0.0,0,0.0,0,1007.393507,1007.393507,0,0,Low-Value
C18046,144.555083,0.363636,1352.1,1352.1,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,2500.0,656.758103,77.571584,0.0,12,0.25,0,0.333334,0,2355.444917,3707.5449169999997,0,0,Low-Value
C18048,968.188634,1.0,69.44,0.0,69.44,0.0,0.25,0.0,0.25,0.0,0,3,1000.0,251.875749,443.13145199999997,0.0,12,0.25,0,0.5,0,31.81136600000002,101.25136600000002,0,0,Low-Value
C18049,464.57858899999997,1.0,0.0,0.0,0.0,502.58572000000004,0.0,0.0,0.0,0.583333,12,0,500.0,667.5317309999999,190.628474,0.0,12,0.0,0,0.0,0,35.421411000000035,35.421411000000035,0,0,Low-Value
